abm_id,customer_id,amount_cad,debit_credit,cash_indicator,country,province,city,transaction_date,transaction_time,trans_id,customer_id_1,country_1,province_1,city_1,industry_code,employee_count,sales,established_date,onboard_date,industry_code_1,industry
ABM00000000000004470,SYNCID0000003198,534.83,debit,true,CA,AB,EDMONTON,2022-12-05,19:21:26,ABM00000000000004470,SYNCID0000003198,CA,ON,TORONTO,8653,5.0,930528.0,1995-09-13,1995-12-28,8653,"Offices of Dentists, General Practice"
ABM00000000000006887,SYNCID0000005251,213.18,debit,true,CA,,other,2022-12-06,23:44:03,ABM00000000000006887,SYNCID0000005251,CA,QC,MONTREAL,8653,2.0,375339.0,1999-03-05,1999-06-07,8653,"Offices of Dentists, General Practice"
ABM00000000000020359,SYNCID0000015956,520.64,debit,true,other,,other,2022-12-06,16:16:07,ABM00000000000020359,SYNCID0000015956,CA,NB,other,8653,1.0,1.0,2016-04-04,2016-06-13,8653,"Offices of Dentists, General Practice"
ABM00000000000003330,SYNCID0000002501,154.0,debit,true,CA,,other,2022-12-06,07:09:38,ABM00000000000003330,SYNCID0000002501,CA,QC,QUEBEC,8653,4.0,0.0,2017-09-19,2017-10-18,8653,"Offices of Dentists, General Practice"
ABM00000000000004647,SYNCID0000003309,107.26,debit,true,CA,,other,2022-12-06,16:40:45,ABM00000000000004647,SYNCID0000003309,CA,,other,8653,,,2021-07-25,2022-11-20,8653,"Offices of Dentists, General Practice"
ABM00000000000006161,SYNCID0000004784,1076.69,debit,true,CA,ON,DUNDAS,2022-12-06,11:38:50,ABM00000000000006161,SYNCID0000004784,CA,ON,ETOBICOKE,8653,1.0,901862.0,2011-11-08,2006-05-12,8653,"Offices of Dentists, General Practice"
ABM00000000000006890,SYNCID0000005251,518.9,debit,true,CA,ON,LONDON,2022-12-06,10:13:02,ABM00000000000006890,SYNCID0000005251,CA,QC,MONTREAL,8653,2.0,375339.0,1999-03-05,1999-06-07,8653,"Offices of Dentists, General Practice"
ABM00000000000016975,SYNCID0000013572,318.9,debit,true,CA,ON,TORONTO,2022-12-06,17:57:19,ABM00000000000016975,SYNCID0000013572,CA,ON,OTTAWA,8653,8.0,870970.0,2018-05-18,2018-10-19,8653,"Offices of Dentists, General Practice"
ABM00000000000006894,SYNCID0000005251,1045.74,debit,true,CA,NS,DARTMOUTH,2022-12-06,11:20:28,ABM00000000000006894,SYNCID0000005251,CA,QC,MONTREAL,8653,2.0,375339.0,1999-03-05,1999-06-07,8653,"Offices of Dentists, General Practice"
ABM00000000000020358,SYNCID0000015956,44.18,debit,true,,,,2022-12-07,22:28:57,ABM00000000000020358,SYNCID0000015956,CA,NB,other,8653,1.0,1.0,2016-04-04,2016-06-13,8653,"Offices of Dentists, General Practice"
ABM00000000000019206,SYNCID0000015162,529.98,debit,true,CA,,other,2022-12-07,17:42:01,ABM00000000000019206,SYNCID0000015162,CA,BC,VANCOUVER,8653,,239937.0,2018-01-01,,8653,"Offices of Dentists, General Practice"
ABM00000000000004479,SYNCID0000003198,727.93,credit,false,CA,AB,EDMONTON,2022-12-07,14:36:34,ABM00000000000004479,SYNCID0000003198,CA,ON,TORONTO,8653,5.0,930528.0,1995-09-13,1995-12-28,8653,"Offices of Dentists, General Practice"
ABM00000000000007528,SYNCID0000005731,104.29,credit,true,CA,,other,2022-12-08,12:17:38,ABM00000000000007528,SYNCID0000005731,CA,ON,ST THOMAS,8653,1.0,199271.0,2017-04-14,2021-07-12,8653,"Offices of Dentists, General Practice"
ABM00000000000021570,SYNCID0000016953,429.56,credit,false,CA,MB,WINNIPEG,2022-12-08,20:24:47,ABM00000000000021570,SYNCID0000016953,CA,ON,MARATHON,8653,1.0,120568.0,2006-05-28,2008-09-04,8653,"Offices of Dentists, General Practice"
ABM00000000000019680,SYNCID0000015557,156.71,credit,true,CA,ON,BELLEVILLE,2022-12-08,18:59:51,ABM00000000000019680,SYNCID0000015557,CA,AB,CALGARY,8653,1.0,0.0,2009-09-15,2009-11-01,8653,"Offices of Dentists, General Practice"
ABM00000000000003328,SYNCID0000002501,1802.99,credit,true,CA,ON,MISSISSAUGA,2022-12-08,17:26:42,ABM00000000000003328,SYNCID0000002501,CA,QC,QUEBEC,8653,4.0,0.0,2017-09-19,2017-10-18,8653,"Offices of Dentists, General Practice"
ABM00000000000014975,SYNCID0000012018,1975.23,credit,true,CA,,other,2022-12-09,10:21:56,ABM00000000000014975,SYNCID0000012018,CA,QC,MONTREAL,8653,5.0,329469.0,2013-10-15,2013-12-15,8653,"Offices of Dentists, General Practice"
ABM00000000000014974,SYNCID0000012018,207.46,debit,true,other,,other,2022-12-09,13:08:08,ABM00000000000014974,SYNCID0000012018,CA,QC,MONTREAL,8653,5.0,329469.0,2013-10-15,2013-12-15,8653,"Offices of Dentists, General Practice"
ABM00000000000004651,SYNCID0000003309,87.19,debit,true,CA,ON,TORONTO,2022-12-09,07:07:23,ABM00000000000004651,SYNCID0000003309,CA,,other,8653,,,2021-07-25,2022-11-20,8653,"Offices of Dentists, General Practice"
ABM00000000000006286,SYNCID0000004855,144.02,debit,true,CA,QC,BROSSARD,2022-12-09,19:11:45,ABM00000000000006286,SYNCID0000004855,CA,QC,MONTREAL,8653,4.0,797370.0,1999-06-05,1999-12-06,8653,"Offices of Dentists, General Practice"
ABM00000000000015215,SYNCID0000012278,1082.25,debit,true,CA,ON,HAMILTON,2022-12-09,14:27:20,ABM00000000000015215,SYNCID0000012278,CA,ON,OTTAWA,8653,,328527.0,2012-06-18,2012-07-15,8653,"Offices of Dentists, General Practice"
ABM00000000000013543,SYNCID0000010717,645.29,credit,true,CA,ON,NORTHYORK,2022-12-09,09:45:19,ABM00000000000013543,SYNCID0000010717,CA,ON,WHITBY,8653,4.0,1185994.0,2002-12-15,,8653,"Offices of Dentists, General Practice"
ABM00000000000020368,SYNCID0000015956,370.32,debit,true,,,,2022-12-10,23:45:18,ABM00000000000020368,SYNCID0000015956,CA,NB,other,8653,1.0,1.0,2016-04-04,2016-06-13,8653,"Offices of Dentists, General Practice"
ABM00000000000006891,SYNCID0000005251,768.48,credit,true,CA,AB,CALGARY,2022-12-10,20:58:23,ABM00000000000006891,SYNCID0000005251,CA,QC,MONTREAL,8653,2.0,375339.0,1999-03-05,1999-06-07,8653,"Offices of Dentists, General Practice"
ABM00000000000006301,SYNCID0000004855,104.28,debit,true,CA,BC,VANCOUVER,2022-12-10,17:14:27,ABM00000000000006301,SYNCID0000004855,CA,QC,MONTREAL,8653,4.0,797370.0,1999-06-05,1999-12-06,8653,"Offices of Dentists, General Practice"
ABM00000000000006306,SYNCID0000004855,412.65,debit,true,CA,ON,WOODSTOCK,2022-12-10,19:18:04,ABM00000000000006306,SYNCID0000004855,CA,QC,MONTREAL,8653,4.0,797370.0,1999-06-05,1999-12-06,8653,"Offices of Dentists, General Practice"
ABM00000000000017613,SYNCID0000014020,3869.6,credit,false,CA,ON,MISSISSAUGA,2022-12-11,14:25:57,ABM00000000000017613,SYNCID0000014020,CA,ON,TORONTO,8653,1.0,227937.0,,2020-01-30,8653,"Offices of Dentists, General Practice"
ABM00000000000008016,SYNCID0000006099,39639.18,credit,false,CA,ON,TORONTO,2022-12-12,16:08:25,ABM00000000000008016,SYNCID0000006099,CA,ON,OTTAWA,8653,5.0,318120.0,,1994-11-30,8653,"Offices of Dentists, General Practice"
ABM00000000000015473,SYNCID0000012480,516.6,debit,true,CA,ON,HAMILTON,2022-12-12,15:17:22,ABM00000000000015473,SYNCID0000012480,CA,ON,BARRIE,8653,3.0,4139978.0,2009-11-17,2006-09-13,8653,"Offices of Dentists, General Practice"
ABM00000000000021572,SYNCID0000016953,1107.59,credit,true,CA,BC,RICHMOND,2022-12-12,18:05:22,ABM00000000000021572,SYNCID0000016953,CA,ON,MARATHON,8653,1.0,120568.0,2006-05-28,2008-09-04,8653,"Offices of Dentists, General Practice"
ABM00000000000020374,SYNCID0000015956,247.05,debit,true,,,,2022-12-13,12:47:21,ABM00000000000020374,SYNCID0000015956,CA,NB,other,8653,1.0,1.0,2016-04-04,2016-06-13,8653,"Offices of Dentists, General Practice"
ABM00000000000020200,SYNCID0000015902,421.32,debit,true,other,,other,2022-12-13,16:25:57,ABM00000000000020200,SYNCID0000015902,CA,ON,SUDBURY,8653,0.0,0.0,2004-08-12,2004-12-24,8653,"Offices of Dentists, General Practice"
ABM00000000000006892,SYNCID0000005251,1076.35,debit,true,other,,other,2022-12-13,12:21:13,ABM00000000000006892,SYNCID0000005251,CA,QC,MONTREAL,8653,2.0,375339.0,1999-03-05,1999-06-07,8653,"Offices of Dentists, General Practice"
ABM00000000000006312,SYNCID0000004855,542.2,debit,true,other,,other,2022-12-13,07:01:11,ABM00000000000006312,SYNCID0000004855,CA,QC,MONTREAL,8653,4.0,797370.0,1999-06-05,1999-12-06,8653,"Offices of Dentists, General Practice"
ABM00000000000015467,SYNCID0000012472,102.69,debit,true,CA,AB,CALGARY,2022-12-13,10:59:48,ABM00000000000015467,SYNCID0000012472,CA,AB,EDMONTON,8653,0.0,0.0,2009-04-08,,8653,"Offices of Dentists, General Practice"
ABM00000000000020099,SYNCID0000015831,534.04,debit,true,CA,ON,TORONTO,2022-12-13,13:15:23,ABM00000000000020099,SYNCID0000015831,CA,ON,SCARBOROUGH,8653,1.0,160487.0,2017-12-26,2021-07-21,8653,"Offices of Dentists, General Practice"
ABM00000000000020597,SYNCID0000016117,3323.8,credit,false,CA,ON,BRAMPTON,2022-12-13,20:39:13,ABM00000000000020597,SYNCID0000016117,CA,,other,8653,5.0,1158412.0,2000-04-10,2000-10-19,8653,"Offices of Dentists, General Practice"
ABM00000000000015462,SYNCID0000012472,1057.91,debit,true,CA,,other,2022-12-14,17:38:37,ABM00000000000015462,SYNCID0000012472,CA,AB,EDMONTON,8653,0.0,0.0,2009-04-08,,8653,"Offices of Dentists, General Practice"
ABM00000000000020092,SYNCID0000015831,1046.71,debit,true,other,,other,2022-12-14,18:01:03,ABM00000000000020092,SYNCID0000015831,CA,ON,SCARBOROUGH,8653,1.0,160487.0,2017-12-26,2021-07-21,8653,"Offices of Dentists, General Practice"
ABM00000000000020380,SYNCID0000015956,1060.89,debit,true,CA,QC,MONTREAL,2022-12-14,10:57:05,ABM00000000000020380,SYNCID0000015956,CA,NB,other,8653,1.0,1.0,2016-04-04,2016-06-13,8653,"Offices of Dentists, General Practice"
ABM00000000000006309,SYNCID0000004855,866.29,debit,true,CA,NS,DARTMOUTH,2022-12-14,16:50:49,ABM00000000000006309,SYNCID0000004855,CA,QC,MONTREAL,8653,4.0,797370.0,1999-06-05,1999-12-06,8653,"Offices of Dentists, General Practice"
ABM00000000000004471,SYNCID0000003198,1049.0,debit,true,CA,ON,ETOBICOKE,2022-12-14,13:42:17,ABM00000000000004471,SYNCID0000003198,CA,ON,TORONTO,8653,5.0,930528.0,1995-09-13,1995-12-28,8653,"Offices of Dentists, General Practice"
ABM00000000000020100,SYNCID0000015831,144.0,credit,true,CA,ON,PETERBOROUGH,2022-12-14,07:10:02,ABM00000000000020100,SYNCID0000015831,CA,ON,SCARBOROUGH,8653,1.0,160487.0,2017-12-26,2021-07-21,8653,"Offices of Dentists, General Practice"
ABM00000000000016974,SYNCID0000013572,265.45,credit,false,CA,,other,2022-12-15,12:25:01,ABM00000000000016974,SYNCID0000013572,CA,ON,OTTAWA,8653,8.0,870970.0,2018-05-18,2018-10-19,8653,"Offices of Dentists, General Practice"
ABM00000000000006303,SYNCID0000004855,1061.96,debit,true,CA,,other,2022-12-15,16:49:00,ABM00000000000006303,SYNCID0000004855,CA,QC,MONTREAL,8653,4.0,797370.0,1999-06-05,1999-12-06,8653,"Offices of Dentists, General Practice"
ABM00000000000008021,SYNCID0000006099,1039.43,debit,true,other,,other,2022-12-15,06:56:35,ABM00000000000008021,SYNCID0000006099,CA,ON,OTTAWA,8653,5.0,318120.0,,1994-11-30,8653,"Offices of Dentists, General Practice"
ABM00000000000015465,SYNCID0000012472,1066.98,debit,true,CA,ON,WOODBRIDGE,2022-12-15,14:29:58,ABM00000000000015465,SYNCID0000012472,CA,AB,EDMONTON,8653,0.0,0.0,2009-04-08,,8653,"Offices of Dentists, General Practice"
ABM00000000000013159,SYNCID0000010386,1259.85,credit,false,CA,ON,NIAGARA FLS,2022-12-16,06:28:27,ABM00000000000013159,SYNCID0000010386,CA,BC,VANCOUVER,8653,1.0,1709668.0,1999-09-16,1999-10-13,8653,"Offices of Dentists, General Practice"
ABM00000000000009317,SYNCID0000007113,1061.48,credit,false,other,,other,2022-12-17,12:08:25,ABM00000000000009317,SYNCID0000007113,CA,ON,INNISFIL,8653,3.0,314250.0,2011-01-28,2012-09-24,8653,"Offices of Dentists, General Practice"
ABM00000000000020360,SYNCID0000015956,1032.7,debit,true,CA,ON,BARRIE,2022-12-17,09:04:38,ABM00000000000020360,SYNCID0000015956,CA,NB,other,8653,1.0,1.0,2016-04-04,2016-06-13,8653,"Offices of Dentists, General Practice"
ABM00000000000006166,SYNCID0000004784,1082.83,debit,true,CA,ON,GUELPH,2022-12-17,17:48:31,ABM00000000000006166,SYNCID0000004784,CA,ON,ETOBICOKE,8653,1.0,901862.0,2011-11-08,2006-05-12,8653,"Offices of Dentists, General Practice"
ABM00000000000017051,SYNCID0000013649,1057.11,debit,true,CA,BC,RICHMOND,2022-12-17,20:46:04,ABM00000000000017051,SYNCID0000013649,CA,ON,LONDON,8653,1.0,1.0,2020-05-13,2020-12-16,8653,"Offices of Dentists, General Practice"
ABM00000000000014973,SYNCID0000012018,324.23,credit,true,other,,other,2022-12-18,18:11:13,ABM00000000000014973,SYNCID0000012018,CA,QC,MONTREAL,8653,5.0,329469.0,2013-10-15,2013-12-15,8653,"Offices of Dentists, General Practice"
ABM00000000000015463,SYNCID0000012472,21023.26,credit,false,CA,ON,BRAMPTON,2022-12-18,08:37:30,ABM00000000000015463,SYNCID0000012472,CA,AB,EDMONTON,8653,0.0,0.0,2009-04-08,,8653,"Offices of Dentists, General Practice"
ABM00000000000015214,SYNCID0000012278,312.67,credit,true,CA,MB,WINNIPEG,2022-12-18,13:34:41,ABM00000000000015214,SYNCID0000012278,CA,ON,OTTAWA,8653,,328527.0,2012-06-18,2012-07-15,8653,"Offices of Dentists, General Practice"
ABM00000000000006287,SYNCID0000004855,3597.86,credit,false,CA,,other,2022-12-19,13:17:07,ABM00000000000006287,SYNCID0000004855,CA,QC,MONTREAL,8653,4.0,797370.0,1999-06-05,1999-12-06,8653,"Offices of Dentists, General Practice"
ABM00000000000008714,SYNCID0000006534,225.06,debit,true,CA,ON,SCARBOROUGH,2022-12-19,15:45:21,ABM00000000000008714,SYNCID0000006534,CA,ON,,8653,2.0,0.0,2021-12-08,2021-12-10,8653,"Offices of Dentists, General Practice"
ABM00000000000002301,SYNCID0000001728,238.57,debit,true,,,,2022-12-20,11:58:54,ABM00000000000002301,SYNCID0000001728,CA,ON,LONDON,8653,1.0,,2023-03-12,2023-10-13,8653,"Offices of Dentists, General Practice"
ABM00000000000012330,SYNCID0000009699,1049.02,debit,true,CA,ON,LONDON,2022-12-20,14:33:23,ABM00000000000012330,SYNCID0000009699,CA,ON,THUNDER BAY,8653,,1251496.0,2004-06-01,2005-02-26,8653,"Offices of Dentists, General Practice"
ABM00000000000020375,SYNCID0000015956,1044.81,debit,true,CA,QC,GATINEAU,2022-12-20,15:15:21,ABM00000000000020375,SYNCID0000015956,CA,NB,other,8653,1.0,1.0,2016-04-04,2016-06-13,8653,"Offices of Dentists, General Practice"
ABM00000000000017048,SYNCID0000013649,108.25,debit,true,CA,MB,WINNIPEG,2022-12-20,10:06:34,ABM00000000000017048,SYNCID0000013649,CA,ON,LONDON,8653,1.0,1.0,2020-05-13,2020-12-16,8653,"Offices of Dentists, General Practice"
ABM00000000000006290,SYNCID0000004855,13955.58,credit,false,other,,other,2022-12-21,19:22:14,ABM00000000000006290,SYNCID0000004855,CA,QC,MONTREAL,8653,4.0,797370.0,1999-06-05,1999-12-06,8653,"Offices of Dentists, General Practice"
ABM00000000000008562,SYNCID0000006423,687.6,credit,true,CA,NL,STJOHNS,2022-12-21,11:06:19,ABM00000000000008562,SYNCID0000006423,CA,AB,COCHRANE,8653,1.0,0.0,2020-11-13,2020-12-14,8653,"Offices of Dentists, General Practice"
ABM00000000000020371,SYNCID0000015956,51.29,debit,true,CA,BC,COURTENAY,2022-12-21,02:31:02,ABM00000000000020371,SYNCID0000015956,CA,NB,other,8653,1.0,1.0,2016-04-04,2016-06-13,8653,"Offices of Dentists, General Practice"
ABM00000000000006295,SYNCID0000004855,329.07,debit,true,CA,,other,2022-12-22,15:11:53,ABM00000000000006295,SYNCID0000004855,CA,QC,MONTREAL,8653,4.0,797370.0,1999-06-05,1999-12-06,8653,"Offices of Dentists, General Practice"
ABM00000000000006285,SYNCID0000004855,1073.76,debit,true,CA,,other,2022-12-22,05:40:53,ABM00000000000006285,SYNCID0000004855,CA,QC,MONTREAL,8653,4.0,797370.0,1999-06-05,1999-12-06,8653,"Offices of Dentists, General Practice"
ABM00000000000006163,SYNCID0000004784,1045.41,debit,true,CA,,other,2022-12-22,13:17:29,ABM00000000000006163,SYNCID0000004784,CA,ON,ETOBICOKE,8653,1.0,901862.0,2011-11-08,2006-05-12,8653,"Offices of Dentists, General Practice"
ABM00000000000020381,SYNCID0000015956,424.05,debit,true,CA,,other,2022-12-22,20:30:41,ABM00000000000020381,SYNCID0000015956,CA,NB,other,8653,1.0,1.0,2016-04-04,2016-06-13,8653,"Offices of Dentists, General Practice"
ABM00000000000012332,SYNCID0000009699,1068.82,debit,true,CA,ON,MISSISSAUGA,2022-12-22,16:27:34,ABM00000000000012332,SYNCID0000009699,CA,ON,THUNDER BAY,8653,,1251496.0,2004-06-01,2005-02-26,8653,"Offices of Dentists, General Practice"
ABM00000000000020093,SYNCID0000015831,412.58,debit,true,CA,ON,RICHMONDHILL,2022-12-22,19:47:45,ABM00000000000020093,SYNCID0000015831,CA,ON,SCARBOROUGH,8653,1.0,160487.0,2017-12-26,2021-07-21,8653,"Offices of Dentists, General Practice"
ABM00000000000002334,SYNCID0000001754,324.49,debit,true,,,,2022-12-23,14:06:27,ABM00000000000002334,SYNCID0000001754,CA,QC,other,8653,,306465.0,2013-02-25,2013-07-20,8653,"Offices of Dentists, General Practice"
ABM00000000000017610,SYNCID0000014020,107.71,credit,true,CA,,other,2022-12-23,20:24:37,ABM00000000000017610,SYNCID0000014020,CA,ON,TORONTO,8653,1.0,227937.0,,2020-01-30,8653,"Offices of Dentists, General Practice"
ABM00000000000012331,SYNCID0000009699,848.98,credit,true,CA,ON,LONDON,2022-12-23,21:46:18,ABM00000000000012331,SYNCID0000009699,CA,ON,THUNDER BAY,8653,,1251496.0,2004-06-01,2005-02-26,8653,"Offices of Dentists, General Practice"
ABM00000000000006165,SYNCID0000004784,1049.14,debit,true,CA,AB,CALGARY,2022-12-23,20:35:29,ABM00000000000006165,SYNCID0000004784,CA,ON,ETOBICOKE,8653,1.0,901862.0,2011-11-08,2006-05-12,8653,"Offices of Dentists, General Practice"
ABM00000000000017046,SYNCID0000013649,1066.35,debit,true,CA,ON,TORONTO,2022-12-23,20:29:02,ABM00000000000017046,SYNCID0000013649,CA,ON,LONDON,8653,1.0,1.0,2020-05-13,2020-12-16,8653,"Offices of Dentists, General Practice"
ABM00000000000020382,SYNCID0000015956,123.8,credit,false,CA,ON,WINDSOR,2022-12-23,12:08:07,ABM00000000000020382,SYNCID0000015956,CA,NB,other,8653,1.0,1.0,2016-04-04,2016-06-13,8653,"Offices of Dentists, General Practice"
ABM00000000000010351,SYNCID0000008003,1079.63,debit,true,CA,,other,2022-12-24,16:14:43,ABM00000000000010351,SYNCID0000008003,CA,ON,KINGSTON,8653,1.0,84450.0,2009-10-13,,8653,"Offices of Dentists, General Practice"
ABM00000000000006167,SYNCID0000004784,46.09,credit,false,CA,ON,BARRIE,2022-12-25,11:15:25,ABM00000000000006167,SYNCID0000004784,CA,ON,ETOBICOKE,8653,1.0,901862.0,2011-11-08,2006-05-12,8653,"Offices of Dentists, General Practice"
ABM00000000000007526,SYNCID0000005731,1055.36,debit,true,CA,ON,VAUGHAN,2022-12-26,11:22:49,ABM00000000000007526,SYNCID0000005731,CA,ON,ST THOMAS,8653,1.0,199271.0,2017-04-14,2021-07-12,8653,"Offices of Dentists, General Practice"
ABM00000000000019209,SYNCID0000015162,127.61,credit,false,CA,ON,SCARBOROUGH,2022-12-26,15:53:55,ABM00000000000019209,SYNCID0000015162,CA,BC,VANCOUVER,8653,,239937.0,2018-01-01,,8653,"Offices of Dentists, General Practice"
ABM00000000000006164,SYNCID0000004784,104.0,debit,true,other,,other,2022-12-27,08:03:27,ABM00000000000006164,SYNCID0000004784,CA,ON,ETOBICOKE,8653,1.0,901862.0,2011-11-08,2006-05-12,8653,"Offices of Dentists, General Practice"
ABM00000000000014413,SYNCID0000011470,1065.32,debit,true,CA,BC,RICHMOND,2022-12-27,17:09:34,ABM00000000000014413,SYNCID0000011470,CA,ON,NEWMARKET,8653,4.0,605998.0,2006-11-27,2009-09-18,8653,"Offices of Dentists, General Practice"
ABM00000000000019783,SYNCID0000015679,376.11,debit,true,CA,AB,CALGARY,2022-12-29,21:57:01,ABM00000000000019783,SYNCID0000015679,CA,SK,SPIRITWOOD,8653,1.0,,2003-07-31,,8653,"Offices of Dentists, General Practice"
ABM00000000000004477,SYNCID0000003198,6074.17,credit,false,CA,ON,SUDBURY,2022-12-29,11:23:14,ABM00000000000004477,SYNCID0000003198,CA,ON,TORONTO,8653,5.0,930528.0,1995-09-13,1995-12-28,8653,"Offices of Dentists, General Practice"
ABM00000000000004650,SYNCID0000003309,268.12,credit,true,CA,ON,MISSISSAUGA,2022-12-29,18:03:09,ABM00000000000004650,SYNCID0000003309,CA,,other,8653,,,2021-07-25,2022-11-20,8653,"Offices of Dentists, General Practice"
ABM00000000000007520,SYNCID0000005731,62.93,debit,true,,,,2022-12-30,23:39:00,ABM00000000000007520,SYNCID0000005731,CA,ON,ST THOMAS,8653,1.0,199271.0,2017-04-14,2021-07-12,8653,"Offices of Dentists, General Practice"
ABM00000000000015464,SYNCID0000012472,541.11,debit,true,CA,ON,MILTON,2022-12-30,09:39:25,ABM00000000000015464,SYNCID0000012472,CA,AB,EDMONTON,8653,0.0,0.0,2009-04-08,,8653,"Offices of Dentists, General Practice"
ABM00000000000006291,SYNCID0000004855,2700.19,credit,true,CA,QC,QUEBEC,2022-12-30,07:46:06,ABM00000000000006291,SYNCID0000004855,CA,QC,MONTREAL,8653,4.0,797370.0,1999-06-05,1999-12-06,8653,"Offices of Dentists, General Practice"
ABM00000000000012334,SYNCID0000009699,103.29,debit,true,CA,ON,MARKHAM,2022-12-30,10:45:04,ABM00000000000012334,SYNCID0000009699,CA,ON,THUNDER BAY,8653,,1251496.0,2004-06-01,2005-02-26,8653,"Offices of Dentists, General Practice"
ABM00000000000004644,SYNCID0000003309,1067.41,credit,true,CA,ON,TORONTO,2022-12-30,18:48:48,ABM00000000000004644,SYNCID0000003309,CA,,other,8653,,,2021-07-25,2022-11-20,8653,"Offices of Dentists, General Practice"
ABM00000000000007425,SYNCID0000005651,513.38,debit,true,CA,QC,MONTREAL,2022-12-30,17:08:32,ABM00000000000007425,SYNCID0000005651,CA,ON,RICHMOND,8653,,225570.0,1995-07-12,1997-07-20,8653,"Offices of Dentists, General Practice"
ABM00000000000019677,SYNCID0000015557,432.66,debit,true,CA,QC,MONTREAL,2022-12-30,09:36:56,ABM00000000000019677,SYNCID0000015557,CA,AB,CALGARY,8653,1.0,0.0,2009-09-15,2009-11-01,8653,"Offices of Dentists, General Practice"
ABM00000000000002302,SYNCID0000001728,1336.09,credit,true,CA,NS,DARTMOUTH,2022-12-30,18:04:36,ABM00000000000002302,SYNCID0000001728,CA,ON,LONDON,8653,1.0,,2023-03-12,2023-10-13,8653,"Offices of Dentists, General Practice"
ABM00000000000010997,SYNCID0000008571,1031.67,debit,true,CA,,other,2022-12-31,11:36:56,ABM00000000000010997,SYNCID0000008571,CA,ON,SCARBOROUGH,8653,1.0,648715.0,,2020-11-09,8653,"Offices of Dentists, General Practice"
ABM00000000000006169,SYNCID0000004784,1060.96,debit,true,CA,ON,WHITBY,2022-12-31,15:15:09,ABM00000000000006169,SYNCID0000004784,CA,ON,ETOBICOKE,8653,1.0,901862.0,2011-11-08,2006-05-12,8653,"Offices of Dentists, General Practice"
ABM00000000000019211,SYNCID0000015162,853.07,debit,true,CA,ON,ORILLIA,2022-12-31,11:05:37,ABM00000000000019211,SYNCID0000015162,CA,BC,VANCOUVER,8653,,239937.0,2018-01-01,,8653,"Offices of Dentists, General Practice"
ABM00000000000012336,SYNCID0000009699,646.16,credit,false,CA,BC,VANCOUVER,2022-12-31,16:48:36,ABM00000000000012336,SYNCID0000009699,CA,ON,THUNDER BAY,8653,,1251496.0,2004-06-01,2005-02-26,8653,"Offices of Dentists, General Practice"
ABM00000000000006162,SYNCID0000004784,5158.74,credit,false,CA,ON,WOODBRIDGE,2022-12-31,23:06:59,ABM00000000000006162,SYNCID0000004784,CA,ON,ETOBICOKE,8653,1.0,901862.0,2011-11-08,2006-05-12,8653,"Offices of Dentists, General Practice"
ABM00000000000002775,SYNCID0000002076,103.74,debit,true,CA,ON,MISSISSAUGA,2022-12-31,17:52:24,ABM00000000000002775,SYNCID0000002076,CA,ON,,8653,2.0,161195.0,2014-02-16,2016-05-18,8653,"Offices of Dentists, General Practice"
ABM00000000000009315,SYNCID0000007113,46.21,credit,true,CA,ON,HAMILTON,2023-01-01,07:44:51,ABM00000000000009315,SYNCID0000007113,CA,ON,INNISFIL,8653,3.0,314250.0,2011-01-28,2012-09-24,8653,"Offices of Dentists, General Practice"
ABM00000000000006280,SYNCID0000004855,1040.27,debit,true,other,,other,2023-01-02,12:54:48,ABM00000000000006280,SYNCID0000004855,CA,QC,MONTREAL,8653,4.0,797370.0,1999-06-05,1999-12-06,8653,"Offices of Dentists, General Practice"
ABM00000000000018855,SYNCID0000014809,1073.14,debit,true,CA,ON,WHITBY,2023-01-03,14:46:09,ABM00000000000018855,SYNCID0000014809,CA,,other,8653,2.0,0.0,2020-01-24,2021-09-25,8653,"Offices of Dentists, General Practice"
ABM00000000000020201,SYNCID0000015902,655.92,debit,true,CA,BC,LANGLEY,2023-01-03,21:39:43,ABM00000000000020201,SYNCID0000015902,CA,ON,SUDBURY,8653,0.0,0.0,2004-08-12,2004-12-24,8653,"Offices of Dentists, General Practice"
ABM00000000000012327,SYNCID0000009699,4121.86,credit,false,CA,ON,BELLEVILLE,2023-01-03,15:00:25,ABM00000000000012327,SYNCID0000009699,CA,ON,THUNDER BAY,8653,,1251496.0,2004-06-01,2005-02-26,8653,"Offices of Dentists, General Practice"
ABM00000000000006895,SYNCID0000005251,310.67,debit,true,CA,ON,RICHMONDHILL,2023-01-03,16:55:36,ABM00000000000006895,SYNCID0000005251,CA,QC,MONTREAL,8653,2.0,375339.0,1999-03-05,1999-06-07,8653,"Offices of Dentists, General Practice"
ABM00000000000007527,SYNCID0000005731,1065.46,debit,true,CA,ON,STCATHARINES,2023-01-03,15:44:24,ABM00000000000007527,SYNCID0000005731,CA,ON,ST THOMAS,8653,1.0,199271.0,2017-04-14,2021-07-12,8653,"Offices of Dentists, General Practice"
ABM00000000000020102,SYNCID0000015831,110.75,debit,true,,,,2023-01-04,20:12:48,ABM00000000000020102,SYNCID0000015831,CA,ON,SCARBOROUGH,8653,1.0,160487.0,2017-12-26,2021-07-21,8653,"Offices of Dentists, General Practice"
ABM00000000000016869,SYNCID0000013499,72.99,credit,false,CA,,other,2023-01-04,17:18:27,ABM00000000000016869,SYNCID0000013499,CA,ON,HAMILTON,8653,6.0,1278527.0,2010-03-01,2009-05-25,8653,"Offices of Dentists, General Practice"
